Filename,MFCC_Mean,MFCC_Var,Chromagram_Mean,Chromagram_Var,Spectral_Centroids_Mean,Spectral_Centroids_Var,Spectral_Rolloff_Mean,Spectral_Rolloff_Var
dance77.wav,0.5557221,0.029234398,0.44864008,0.08537916,3009.577047761962,585223.5686733727,6311.295169794892,2014639.5415380783
dance78.wav,0.5135446,0.030849895,0.41415596,0.08339723,3388.7200029588944,838603.7841515397,7341.463940505273,2047804.963429439
dance79.wav,0.5070593,0.028322691,0.40692747,0.08876237,3395.6394054247858,507730.7362383156,7163.6566823481035,1393375.6627339318
dance8.wav,0.5170924,0.024166843,0.3792138,0.09916053,2812.85182669114,924367.3649187912,5979.132740968352,2505571.3647222347
dance80.wav,0.5358335,0.02794394,0.33717343,0.088433616,2775.8611651508595,378248.48348011036,5920.339200518818,1659967.0421826525
dance81.wav,0.5170848,0.030540971,0.47344434,0.080207184,3403.831556485258,803269.8235315109,6977.541141096653,2350524.863031735
dance82.wav,0.53956014,0.0319351,0.37520993,0.0817612,3126.482819914725,230357.73368575805,6561.576989708301,1112900.4511235415
dance83.wav,0.5195793,0.030806622,0.38154197,0.08163692,2905.1082037600477,322087.61776067986,6347.619950143914,1552392.027058273
dance84.wav,0.49689564,0.030441208,0.4496006,0.09325131,3580.069826100104,869520.8520591466,7252.047814525687,1618546.9619961723
dance85.wav,0.5311904,0.029426755,0.3877523,0.09388046,3369.2921784216715,379597.10895014403,7273.086444518905,876385.7582921757
dance86.wav,0.5504014,0.030638231,0.39682925,0.085057795,3326.643457012087,316161.83172872814,7098.20410597136,1052426.742642465
dance87.wav,0.54768,0.033540472,0.3410643,0.09044008,2943.825057883953,545472.7662351774,6139.296209849072,2385091.380825796
dance88.wav,0.5145704,0.032097593,0.38408813,0.08813319,2407.9310771096907,345850.9874698152,5027.6695983697755,1643982.1769581565
dance89.wav,0.49569824,0.035703234,0.38787767,0.091148734,2963.2942718194195,564331.6063665897,6038.32182042739,2325365.085016459
dance9.wav,0.52973986,0.026228493,0.42814422,0.09168196,3185.6210286815317,491748.54360116884,7009.646237124303,1283732.599416184
dance90.wav,0.5181838,0.030979527,0.32754287,0.09513502,2858.6948328911294,1005902.297934406,5657.699122000774,3143103.4074969264
dance91.wav,0.5138381,0.03240684,0.35947376,0.08476071,3273.4030741369625,572658.824266322,6520.3522389887285,2134835.828121015
dance92.wav,0.49909163,0.02641004,0.4436907,0.08344273,2875.478122530906,511276.9325392465,5944.298266847405,1704540.4816525024
dance93.wav,0.50493306,0.032668583,0.31914446,0.088849895,3497.9476466207193,283461.47100942966,7410.571855952496,488135.3302181429
dance94.wav,0.505745,0.031872857,0.53800213,0.07382608,3372.355724318007,278216.19676959404,7156.838749945784,651329.8168986796
dance95.wav,0.53601027,0.028651934,0.4522965,0.073915094,3709.0066308973373,317237.0631876884,7536.587760618228,742582.9121560719
