,Unnamed: 0,title,artist,lyric
56,56,Eternal Bloom (Korean Version),마치 (MRCH),"숨이 멎어버린 거친 사막 같은 곳이
꽃을 피워내지 못 한대도
내일을 향해 일어설 수 있게
네 손 놓치지 않을게

스며드는 어둠이
바로 내 앞을 덮어버린대도
희망의 빛을 향해 나아가려고 했어
빛은 눈을 멀게 한다고
낭만에 배부른 소리라 해도
Gotta go fight my way out
나의 길을 따라 가기를

일어서야 해
소중히 지켜온 나의 빛이여
그 빛 속에서 마주친 자신을 봐
시간이 흘러서
약해지는 불씨에 흔들린대도
빛을 찾아 나선 길 위엔

숨이 멎어버린 거친 사막 같은 곳이
꽃을 피워내지 못 대도
내일을 향해 일어설 수 있게
네 손 놓지 않을 거야

포기하고 싶던 순간이
없었다면 그건 거짓말이야
스쳐간 시간을 붙잡아
너도 손 놓지 않기를 바랄게

Oh 소중히 지켜온 나의 빛이여
그 빛 속에서 마주친 자신을 봐
시간이 흘러서
약해지는 불씨에 흔들린대도
빛을 찾아 나선 길 위엔

숨이 멎어버린 거친 사막 같은 곳이
꽃을 피워내지 못한 대도
내일을 향해 일어설 수 있게
네 손 놓지 않을 거야

깊어져가는 어두움에 빛이 닿을 수 있게
아무 것도 아닌 내가 조금씩 바꿔나가
One by One

거친 사막 같은 곳이
꽃을 피워내지 못한 대도
내일을 향해 일어설 수 있게
네 손 놓지 않을 거야

포기하고 싶던 순간이
없었다면 그건 거짓말이야
스쳐간 시간을 붙잡아
너도 손 놓지 않기를 바랄게

새벽녘 달빛 아래 마주한 너의 미소
밤하늘의 별들처럼 영원하기를"
57,57,FLASH!,수이 (xooi),"Just kind a sick of it
나를 어떻게 생각하는지
부정할 필요 없는 내 모습
무모함이라 불려도 좋아

더 솔직함이 필요해
하고 싶은 말이 많은데
언제나 mind control
이젠 신경 안 쓸래

Do you think I’m falling down
그저 자유롭고 싶을 뿐
Cause I have the universe
부서져도 부서지지 않아

I’m gonna make it
나를 믿어
별거 아닌 시선은
웃어넘기고

The sky’s the limit
소리쳐
하늘에 내 목소리
닿을 때까지

마치 flash I’m a flash
그래 flash I’m a flash



You know that I’m greedy
이게 나인걸 어떡해 (Just me ow!)
망설였던 그때 기억해
But it doesn’t really matter (doesn’t really matter)

Do you think I’m falling down
그저 자유롭고 싶을 뿐
I don’t need anything
이미 다 가졌는걸

I’m gonna make it
나를 믿어
별거 아닌 시선은
웃어넘기고

The sky’s the limit
소리쳐
하늘에 내 목소리
닿을 때까지

마치 flash I’m a flash
그래 flash I’m a flash

I wanna rock n roll
I wanna be a pop star
I want it more n more n more (more n more n more!)

I’m gonna make it
나를 믿어
별거 아닌 시선은
웃어넘기고

The sky’s the limit
소리쳐
하늘에 내 목소리
닿을 때까지

마치 flash I’m a flash
그래 flash I’m a flash"
58,58,Don't Go Back,시연 (드림캐쳐),"언제부터였던 걸까
멈춘 시계처럼
내 맘이 잠들어 버린 건
이제는 깨고 싶어

소리쳐 봐
세상이 하는 말이 전부가 아니라고
안될 거라 날 가로막는 얘긴 떨쳐버려

난 두 번 다시 Don’t go back
I wanna be free
잃었던 꿈이 새롭게 시작되리
내일이면 더 뜨겁게 떠오를 태양
날 비춰 줄 테니

Let’s go buddy together forever
망설였던 시간은 모두 잊고
시작이야 이제부터 너와 나
우리는 끝까지 간다

사랑이 아픔이 되고
모든 게 두려울 때
가끔은 울고 싶어질 때
혼자라고 느낄 때
기억해 봐 세상이 얼어버린 내 맘을 외면할 때
잘될 거라 어깨를 내어주던 네가 있어

난 두 번 다시
Don’t go back
I wanna be free
잃었던 꿈이 새롭게 시작되리
내일이면 더 뜨겁게 떠오를 태양
날 비춰 줄 테니

Let’s go buddy together forever
망설였던 시간은 모두 잊고
시작이야 이제부터 너와 나
우리는 끝까지 간다

슬퍼하고도 반
모두 잠드는 이 midnight
널 묶어 놓지 마
느린 걸음이 서러워도
우릴 비춰 느껴져 fly
너와 나 바라던 내일이 와
모든 게 우릴 위한 story
가득 찬 꿈 I truly wanna go high

난 두 번 다시 Don’t go back
I wanna be free
잃었던 꿈이 새롭게 시작되리
내일이면 더 뜨겁게 떠오를 태양
날 비춰 줄 테니

Let’s go buddy together forever
망설였던 시간은 모두 잊고
시작이야 이제부터 너와 나
우리는 끝까지 간다"
59,59,Higher,Ava Grace,"Take me higher
Through the fire
We will make it through the nightmare

Make it louder
Break the silence
May the light shines upon us forever

You and I
You and I
You and I

Baby never let it go (oh no)
Do not fear the dark below
I just want to let you know
In the darkness hope will grow

Remember all the days we fight together
And the songs we sang together
Only thing we got was hope in ourselfs
Just promise me we will go through whatever
Even it does not get better
Just hold my hand

Take me higher
Through the fire
We will make it through the nightmare

Make it louder
Break the silence
May the light shines upon us forever

You and I
You and I
You and I"
60,60,반딧불이,플레이버 드림,"아직 지워지지 않는 미련 그 깊숙하게 잠겨 버린 후회
누구도 기억해주지 않는 내 머리위로 이젠 사라져 버린
작은 별빛들과 함께 떠나가 버린 더 이상 빛을 낼 수 없는 반디

따듯하게 미소 짓는 그 웃음 속에 담겨 있는 진실
아무것도 모른척 웃어봐도 내 마음 깊은 곳에 다가오는
작은 구름들과 이젠 돌아오지 않는 더 이상 과거가 될 수 없는 추억

제발 아무런 말도 아직 하진 말아 줘 지금 내 손에 쥐고 있는 오래된 마법의 지도

편안하게 눈을 감고 어느 누군가를 떠올리는 순간
나를 웃음 짓게 만드는 기억 마치 영화 속에서 본 장면처럼
너의 두 눈 속에 밝게 비치고 있는 끝이 보이지 않는 저 넓은 바다

그리움이 가득한 채 내게 다가오는 뿌연 안개 속을
정신없이 헤매이고 있지만 어디에선가 나를 기다리는
너의 웃음 속에 가득 담겨져 있는 유리구슬처럼 반짝이는 별빛

제발 아무런 말도 아직 하진 말아 줘 지금 내 손에 쥐고 있는 오래된 마법의 지도
제발 아무런 말도 아직 하진 말아 줘 지금 내 손에 쥐고 있는 오래된 마법의 지도

수평선 끝에서 날 부르던 새들 차갑게 변해버린 노을에 기대어

제발 아무런 말도 아직 하진 말아 줘 지금 내 손에 쥐고 있는 오래된 마법의 지도
제발 아무런 말도 아직 하진 말아 줘 지금 내 손에 쥐고 있는 오래된 마법의 지도
아주 오래 전에 내가 꿈꿔오던 그곳"
61,61,봄바다,헤이데어,"사실 나도 잘 모르겠어 어딜 갈지
무작정 널 불러냈지만
TV에 나온 바다가 너무 예뻐서
그냥 무턱대고 떠난 거야 Alright

4월 바닷바람 아직 조금 차겠지만
가고 있어 봄바다로

부드런 파도 소리도 저 파란 하늘도
따스한 봄볕 속에 포근하게 다가와
난 말할까
(난 네게 말할까)
I wanna be with you
두 눈을 보면서

낯설은 동넬 천천히 너와 거닐어
별다른 말은 안 하지만
감추지 못 하는 내 마음 너도 알잖아
오늘만큼은 숨기긴 싫어 Oh no

느린 걸음걸이 조금 답답하겠지만
가고 있어 너에게로

스치는 파도 소리도 저 바다 내음도
따스한 봄볕 속에 포근하게 묻어 와
고백할까
(나 고백할까 wanna be with you)
I just wanna be with you
들키고 싶은 내 맘 전할까

파란 바다
바라보는 너의 두 눈에
입 맞추고 싶어
숨이 막힐 듯
두근대는 가슴
어떻게 하나

투명한 니 목소리도 뽀얀 니 미소도
열어둔 내 맘속에 하나 가득 담고서
고백할래
(나 고백할래 너를 사랑해)
I just want to say I love you
널 너무 사랑해

I just wanna be with you
To say that I love you
I've been waiting for this moment for so long
For all my life"
62,62,0's song,Zerosky,"지금이나 꼬마일때부터 나의 삶 속에 당신
끝없이 말을 망설였지만
큰 고마움에 이렇게 앞에 있네요

아직까지 혼란스런 세상, 현실
속에서 벗어나 고픈 나의 친구들
세상의 쓰라림을 녹일 수 있는 존재가 되주고픈
서로의 맘을 담은 이 노래
나 이제 말해요 네게 정말 고마웠어요 나 진심으로
힘이 들었다면 내게 말해 줬으면 날 믿는 것 같아 좋아

어느새 나 어른이 됐 다는게 믿기지 않는 자신
그래도 너와 같이 있으면 아직 아이 같을 수 있음이 참 좋아요

아직까지 갑갑한 이 세상, 현실 벗어나 고픈 나의 친구들
시간의 짐을 녹일 수 있는 존재가 되주고픈
서로의 맘을 담은 이 노래

내 주위 모든 사람들 다 많이 다 행복해져요
그게 당신을 향한 내 마지막 바램
그럼 더 이상 누군가로 인한 상처받지 않을 나

새까만 저녁 희뿌연 새벽이 올때까지 (우리 죽는 날까지)
변함없길 그리고 모두 다 내 그대 전부 다 행복해"
63,63,너의 노래가 되어줄게,이효진,"Hook

너의 노래가 되어줄게
때로는 힘들고 지쳐 쓰러져도
다시 또 일어나 저 하늘위로
너의 노래가 되어줄게
눈부신 우리의 꿈을 위해
조금 더 힘을 내 용길내봐 그래
빛나는 너의 노래가 되어줄게

Verse 1

먼훗날 우리의 노래가 흘러나오는 이 곳에서
너의 꿈이 새로 깨어나는 이 순간
함께할 우리의 이야기 물들일 작은 이 노래가
세상을 밝혀줄 힘이 되길 바래
소중한 너의 기억속에서

Bridge

네 꿈을 향해 걸어가 빛나는 너를 기억해

Hook

너의 노래가 되어줄게
너의 꿈을 위해 부를게
때로는 힘들고 지쳐쓰러져도
다시 또 일어나 저 하늘위로
너의 노래가 되어줄게
눈부신 우리의 꿈을 위해
조금 더 힘을 내 용길내봐 그래
빛나는 너의 노래가 되어줄게

Verse 2

노래해 매일매일 힘을내봐 Day Day
움츠렸던 날개 펼쳐 날아봐 Mayday
빛이 되는 노래를 불러
너를 위한 노래를 불러

Bridge

네 꿈을 향해 걸어가 빛나는 너를 기억해

Hook

너의 노래가 되어줄게
너의 꿈을 위해 부를게
때로는 힘들고 지쳐쓰러져도
다시 또 일어나 저 하늘위로
너의 노래가 되어줄게
눈부신 우리의 꿈을 위해
조금 더 힘을 내 용길내봐 그래
빛나는 너의 노래가

너의 노래가 되어줄게
너의 꿈을 위해 부를게
때로는 힘들고 지쳐쓰러져도
다시 또 일어나 저 하늘위로
너의 노래가 되어줄게
눈부신 우리의 꿈을 위해
조금 더 힘을 내 용길내봐 그래
빛나는 너의 노래가 되어줄게"
64,64,못 죽는 기사와 비단 요람,LUCY,"숨을 쉬지 않는 땅
끝에 걸려있는

저 달빛이 만든 길을 따라
도대체

얼마나 멀리 지나왔는지
이 길은 끝없이 영원하단 걸

뭐가 됐든 상관없다는 듯
쇠들은 철커덕거려

다음이란 의미 없는 소리
살 위를 춤추는 벌

뭘 바라더라도 내려놓으란 듯이
날아드는 해가

나와
내 안에 끌어안은 반

영원함을 말한 이 손을
내게선 떼어놔야만 하는데

그만 가
나의 모습처럼 난
흑연과 강철의 괴물이니까

외로운 괴로운 발걸음은
넌 없어도 되니까
없어야 하니까

이젠 가
날 두고 떠나가
너는 빛을 담는 요람이니까

지켜준 건 내가 아닌 너야
내 사랑아 내 파도여
너는 너의 밤을 가렴

무너지는 폐허 위
타올랐을 열기 속을
지금까지 남아 있는 잔향 따라
무심히 걸어가

날 움직이게 해준 맘
변화를 약속하는 눈을
내게선 떼어놔야만 하니까

그만 가
나의 모습처럼 난
흑연과 강철의 괴물이니까

외로운 괴로운 발걸음은
넌 없어도 되니까
없어야 하니까

이젠 가
날 두고 떠나가
너는 빛을 담는 요람이니까

지켜준 건 내가 아닌 너야
내 사랑아 내 파도여

널 괴롭힐 거니까
망가질 테니까

너 없는 세상을 걸어가야 하나
느려지다 멈춘 다리
쓰러져 넘어가는 하늘

처음 올려다본 별 길은
되게 느렸구나

가지 마
나와 네 약속처럼
나는 죽지 않는 너일 테니까

외로운 괴로운 그날들에
우리 둘이었으니까

그래 나와 너의 모습들은 다
똑같은 강철의 요람이구나

바라온 건 너와 나 우리야
내 사랑아 내 파도여

다음이란 의미 없는 소리
살 위를 춤추는 벌

뭘 바라더라도 내려놓으란 듯이
날아드는 해가

나와
내 안에 끌어안은 반

영원함을 말하는 널
놓지 않아

녹이 슬어 무너져가는 나라도 괜찮으면
같은 밤을 걸어가자

이 길의 끝 따라"
65,65,첫사랑,406호 프로젝트,"난 아직도 믿어
네가 저번에 말했던
우리 반 안에서 좋아하는 사람이
한 명 있다고

멋쩍은 얼굴로
귀까지 빨개지는 널
보고 있다가 한 번은
눈이 마주친 것도 같은데

난 그날 이후로 잠도 못 이루고
혹시 내가 아닐까 아니면 누구일까
설레서 그런지 불안한 건지
가슴이 뛰는 소리가 너무 시끄러워

일부러 너의 등교 시간에 맞춰서
우연히 너와 마주친 척해볼까
조금만 더 알려줄래 너의 마음이
어느 쪽을 향하는지

난 그게 좋았어
교실 맨 뒷자리에서
너의 뒷모습을
마음껏 볼 수 있는 거

자리를 바꾸면
혹시나 너의 옆자리가 될까 봐
혼자 들떠있기도 했어

어느 날 가끔씩 네가 다치거나
왠지 고민 있는 표정 짓고 있으면
내가 더 아파서 내 친구들이
오늘 무슨 일 있냐고 묻기도 했어

쉬는 시간 슬쩍 너의 옆에 앉아서
아무렇지 않게 말을 걸어볼까
조금만 더 알려줄래 너의 마음이
어느 쪽을 향하는지

이런 게 전부 사랑이라면

집으로 가는 길을 조금 더 돌아서
같은 길까지만 걷자고 해볼까
나는 아직 모르겠어 너의 마음이
어느 쪽을 향하는지"
66,66,Blood and skin,찬민 (CHANMIN),"난 이 끝에서
믿었던 사랑도 잃어버렸어

검은 절망들도
내 마지막 순간에는
춤을 추게 해줘

너에게 바친 피와 살은
굶주린 악마들의
기쁨이 되고

썩은 살은 여기 버려줘
너무 아픈 사랑은
사랑이 아니었음을

너에게 바친 피와 살은
굶주린 악마들의
기쁨이 되고

썩은 살은 여기 버려줘
너무 아픈 사랑은
사랑이 아니었음을"
67,67,Waiting,향(HYANG),"i can do this all day

너가 날 두고 간 이곳에 남겨져있어

this is not a problem

찾아온 사람의 모습은 사뭇 너와 다른 걸 다른 걸

작은 손을 내밀고

너의 눈을 맞추며

너의 말들을 내게

속삭이네

이제는 돌아갈 수 없는
너와의 기억들에

하루 종일 나는

nothing nothing nothing nothing

nothing withoutyou

nothing withoutyou

withoutyou

withoutyou

withoutyou

ah ah ah ah ah ah

ah ah ah ah ah ah ah

ah ah ah ah ah ah

ah ah ah ah ah ah ah

nothing withoutyou

ah ah ah (withoutyou) ah ah ah (withoutyou)

ah ah ah ah ah ah ah

ah ah ah ah ah ah

ah ah ah ah ah ah ah"
68,68,Rush,Twosix,"시간은 나를 위헤 멈춰주지 않아
지긋지긋한 세상에 등을 돌리고

걷고 뛰어 서둘러
쉴 틈도 없어 여긴
Before is to late
보이지 않는 끝은 절망이 아냐

Rush Rush

이곳에 남은 빛은 밝아지지 않아
차갑기만한 세상에 등을 돌리고

걷고 뛰어 서둘러
쉴 틈도 없어 여긴
It is not too late yet
보이지 않는 끝은 절망이 아냐

Rush Rush

만약 우린 마지막 길이라도
까만 밤으로 뛰어들거야

만약 우릴 잊어 버린다 해도
하얀 빛으로 찾게 될 거야

Rush Rush"
69,69,Greedy Child,YIPPEE,"Take it easy oh little child
The sun is going to rise again
and So beauty oh greedy world
you will have it Everything tomorrow

Ah

Take it easy oh little child
The sun is going to rise again
and So beauty oh greedy world
you will have it Everything tomorrow

Ah

Oh lord please forgive me my tears
are too heavy for them shine
He keeps avoiding us
We are young that it is alright"
70,70,인간변태사마귀(Remix),사차원정 (4Dwonjung),"인간, 사마귀, 변벼변 태, 우우, 아아아
인에에엔 인에엔 인에엔 인이엔 인이엔
인간 사마귀 변태 우우 아아
엥엥엥엥엥엥엥엥엥엥엥엥
널 잠식할거야
엥엥엥엥엥엥엥엥엥엥엥엥
인간 변태 사마귀 변태 인간
인간 사마귀 변태 변태
너의 손 위에 작게 기생하는 사마귀
널 잠식할거야 변태
인간 사마귀 변태
인간 인간 인간 인간 인간 인간 인간 인간 인간
인간"
71,71,새벽공기,같은장르,"새벽공기가 내 숨으로
그 새벽냄새가 내 속으로
그렇게 너를 보낸 그 마음에
떨림 안에 그 새벽녘
새벽 두시
몽롱한 이 빗속에
내 눈은 깜빡 또 다시
깜빡
깜빡
너를 또 노을빛에
빨갛게 점점 타 들어가네
너를 또 노을빛에
빨갛게 점점 타 들어가네"
72,72,Make It Louder (W's version),송희태,"좋은 일보다는 옳은 일을 하겠다고
더 힘들어도 포기하지 않겠다고
힘 있는 자 편에 서서
힘 없는 자의 눈을 가리지 않겠다고
처음 그 마음 잊지 않겠다고
make it louder

make it louder make it louder
make it louder make it louder
더 크게 소리쳐
I’m the one. Real watchdog


세상을 위한 이야기를 하겠다고
치우치지 않고 보고 말하겠다고
힘 없는 자 편에 서서
힘 있는 자에게 꼭 할 말은 하겠다고
지금 이 마음 잊지 않겠다고
make it louder

make it louder make it louder
make it louder make it louder
더 크게 소리쳐
I’m the one. Real watchdog

바른 질문을 고민하고
질문으로 세상에 답하리.

make it louder make it louder
make it louder make it louder
더 크게 소리쳐
I’m the one. Real watchdog"
73,73,Maze,Kyly,"차오른 눈물을 숨기려 올려다 본 하늘엔
끝없이 펼쳐진 저 아름다운 은하수가 있어
다시 한번 힘을 내 한 번 더 마주한 미로 속
고개를 돌리면 우리가 있어

어느샌가 또 주위를 둘러싼
나아 갈 수 없을 것 같은 벽들
언젠가 비칠 빛을 향해서
조금 느리고 돌아간다 해도

돌이켜 보면 우리가 우리가 아니었다면
이렇게 같이 웃을 일도 없었겠지

또 넘어지고 헤매고 반복되는 길
미로라고 해도
또 일어나고 털어내고
다시 걸을 준비가 됐어
어두워진 듯 무엇도 보이지 않는
미로라고 해도
맞잡은 손이 한 번 더
달려가자고 말해주는 듯해
저기 밝은 별이 우릴 비춰


어느샌가 또 하나씩 늘어난
넘을 수 없을 것 같은 문제
언젠가 보일 그 끝을 향해서
외롭지 않아 혼자가 아니야

뻔한 이야기 멋있는 결말은 아니래도
우리가 쓰는 우리만의 이야기

또 넘어지고 헤매고 반복되는 길
미로라고 해도
또 일어나고 털어내고
다시 걸을 준비가 됐어
어두워진 듯 무엇도 보이지 않는
미로라고 해도
맞잡은 손이 한 번 더
달려가자고 말해주는 듯해
저기 밝은 별이 우릴 비춰


또 넘어지고 헤매고 반복되는 길
미로라고 해도
또 일어나고 털어내고
다시 걸을 시간이 됐어
어두워진 듯 무엇도 보이지 않는
미로라고 해도
맞잡은 손이 한 번 더
달려가자고 말해주는 듯해
이 길의 끝이 저기 보여"
74,74,만년벚,베개씨,"온 종일 내 머릿속을 헤집고 다니는
이야기들을 꺼내 노래를 쓰는 저녁
벚꽃을 좋아하는 너 문득 떠올라
벚꽃 그리고 사랑으로 곡을 써달라던

벚꽃 잎이 흩날리는 어느 저녁
너의 그 한 마디가 자꾸만 떠올라
벚꽃은 지고 있지만 내 안의 너만은
지지 않고 피어있어 이 노래를 쓰게 만들어

너는 나의 만년벚
그냥 그렇게 피어 있어 줘요 내 곁에
세상의 모든 꽃이 지고 사라지더라도
너만은 그렇게 피어 있어요 내 곁에

벚꽃 잎이 흩날리는 어느 저녁
너의 그 한 마디가 자꾸만 떠올라
벚꽃은 지고 있지만 내 안의 너만은
지지 않고 피어있어 이 노래를 쓰게 만들어

너는 나의 만년벚
그냥 그렇게 피어 있어 줘요 내 곁에
세상의 모든 꽃이 지고 사라지더라도
너만은 그렇게 피어 있어요 내 곁에

너는 나의 만년벚
그렇게 피어 있어 줘요
세상의 모든 꽃이 지고 사라지더라도
너만은

너는 나의 만년벚
그냥 그렇게 피어 있어 줘요 내 곁에
세상의 모든 꽃이 지고 사라지더라도
너만은 그렇게 피어 있어요

너는 나의 만년벚
그렇게 피어 있어 줘요
세상의 모든 꽃이 지고 사라지더라도
너만은 그렇게 피어 있어요 내 안에"
75,75,공원의 향기 (feat. 애불),여환규밴드,"공원의 향기가 나를 지나치고
떠나는 네게 난 마지막이라고
바람이 불어 전하는 것 같아
마치 봄이 다가온 늦겨울처럼


시간이 지나도 변하지 않는 것은
우리가 지나온 계절같은 추억뿐
슬퍼하지 말아. 다 지나갈거야.
다시 사랑은 새싹잎처럼


매일 똑같은 날이 반복되겠지만
우린 이제 다른 삶을 살아가겠지
다 지나고 웃으며 다시 서롤 볼 수 있기를 눈물 흘리지 않길 기도해


많이 괴롭겠지 버티기 힘들어
다 놓아버리고 떠나고 싶겠지
하지만 말야 너무나 춥더라도
벚꽃은 다시 필거라니까


몇번의 계절이 지나간다해도
그때의 마음은 지금 여기 이곳에
슬퍼하지 말아. 다 지나갈거야.
다시 사랑은 새싹잎처럼


매일 똑같은 날이 반복되겠지만
우린 이제 다른 삶을 살아가겠지
다 지나고 웃으며 다시 서롤 볼 수 있기를 눈물 흘리지 않길 기도해


매일 똑같은 날이 반복되겠지만
우린 이제 다른 삶을 살아가겠지
다 지나고 웃으며 다시 서롤 볼 수 있기를 다시 사랑하기를
눈물 흘리지 않길 기도해"
76,76,True Colors,담담,"누군가에겐 반짝이는
화려하기만 한 야경이
사실 숨기고 싶은 어둠을
빛으로 덮어버린 거래

사랑과 행복 모든 것이
가득할 거라 믿었었던
작고 평범한 나의 세상은
거짓이 만들어낸 거래

모르고 있던 이곳의 진심에
나도 모르게 숨소릴 죽이네
모두 물 흐르듯 흘러가는 척
모르는 척 아니란척하겠지

이뤘을 때 본심을 보이더니
잃었을 때 본성을 드러내고
하나둘씩 그렇게 떠나더니
내게 남은 건 대체 무얼까

누구도 믿어서는 안된다고
알면서도 쉽게 기대버리고
나도 물 흐르듯 흘러가다가
상처받고 후회하고 살겠지

이뤘을 때 본심을 보이더니
잃었을 때 본성을 드러내고
하나둘씩 그렇게 떠나더니
내게 남은 건 대체 무얼까

뒤돌아보면 무슨 표정이
날 보고 있을까 혹시 아무도 없을까
두려움에 떠는 나

이뤘을 때 본심을 보이더니
잃었을 때 본성을 드러내고
하나둘씩 그렇게 떠나더니
내게 남은 건 도대체 무얼까"
77,77,Promise,TEAR,"I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
(또 그때처럼)
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
또 그때처럼
아직 손끝에 감정은 여전해
손가락과 손가락이 맞닿을 때
원래 이런 건 관심 없는 나인데
너랑 했던 약속이라 아직도 있네
I don’t know
안될지도 이젠 모르겠는데
지나도 네 생각이 커져 가는 게
조금 힘들어볼래 난 더욱더
(아직도 너를 더)
I told that let you down
더는 anymore
물론 아니어서
지금의 넌 Close your door
너는 나를 잊었니? 전부 다를 잊었길
너가 모두 잊어도 난 너를 기억할 테니
근데 그건 알았길 모두 진심이었지
마지막에 걸던 새끼조차 진심이듯이
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
(또 그때처럼)
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
또 그때처럼
영원하잔 약속을 뒤로
안될걸 알면서도 했잖아
혼자 남은 손가락을 펴
눈물이 앞을 가려 like a blur
깨진 약속과 같이
나의 Broken heart
주인이 없어진
내 방에 그 옷들
I’m sorry 여전히 손엔 끊겠단 술
마지막 약속도 못 지킨 난
이젠 그만할 게 너가 싫다는 것도
더는 Tell you no fake 전엔 바보 같았어
사실 널 보낼 땐 맞아 잡고 싶었고
아직 그대론 데 거짓말을 했었어
사람들은 몰랐데 진짜 지운 내 마음속
널 잊어버린 척을 했어 더욱 더
함께 있던 추억 속 사진까지
내 기억에 하나둘 담아둘래
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
(또 그때처럼)
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
또 그때처럼
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
(또 그때처럼)
I wish I promise that night
Wait for you till the midnight
처음 널 만난 날
또 그때처럼"
78,78,Smile,O.A,"내 어린 시절 속 너와 나
철없던 모습의 우리둘이
이제와 우리의 모습이
희미해 번져가고 있어

you know why i know why
시간이 지나서
남겨놓은 흔적을 지우고
you know why i know why

I'm still so lonely

Don't wanna leave it at the sky
지금 이대로 날 한번 더 안아 날
at the sky
day and night, day and night 행복했었던 그대로

I'll give it a try
you make me smile
I'll give it a try, try

I'll give it a try
you make me smile
I'll give it a try, try


남겨진 흔적의 거리엔
지나온 모습의 우리 둘이

어제의 우리의 모습이
조금씩 피어 가고 있어

you know why i know why
지나간 계절에
너와의 추억을 비워내도
you know why i know why
but why am I lonely

Don't wanna leave it at the sky
지금 이대로 날 한번 더 안아 날
at the sky
day and night, day and night 행복했었던 그대로


저 하늘 높이 날아가는 너
희미해져버린 우리 둘
또 다시 내게 돌아와줄래

Don't wanna leave it at the sky
지금 이대로 날 한번 더 안아 날
at the sky
day and night, day and night day and night

Don't wanna leave it at the sky
지금 이대로 날 한번 더 안아 날
at the sky
day and night, day and night 행복했었던 그대로

I'll give it a try
you make me smile
I'll give it a try, try

I'll give it a try
you make me smile
I'll give it a try, try"
79,79,이럴 줄 몰랐네,정경일 원맨밴드,"감지 않고 나온 머리 대충 입고 나온 옷들
하필이면 얼굴은 보름달
나 괜찮았었는데 이런 모습 나 아닌데
하필이면 이런 식이야

날 좋다 울고 불며 떠나지 말아 달라
매달렸던 너였었는데
그런 니가 내 눈앞에 갑작스레 내 눈앞에
이런 모습 내가 아니야

관리 안 된 내 뱃살에 밀지 않은 턱수염들
머리에는 하얀 눈송이
나 괜찮았었는데 나 잘나갔었는데
하필이면 이런 식이야

수염 좀 깎고 나올 걸 진작에 살 좀 빼둘 걸
머리 좀 감고 나올 걸 운동 좀 할 걸

이럴 줄 몰랐었었네 여기서 볼 줄 몰랐네
이럴 줄 몰랐었었네 정말 몰랐네"
80,80,BB Lonely,ALBAS,"I wake up in the sun (met you in the sun)
It was a Saturday morning in the summertime
I was feeling kind of numb cuz I was up all night
It’s just my daily routine with a cup of caffeine
no sugar saltines, only chocolate dreams
I always feel like running out of time even though
all I do is planning to pretend

I’m a freaking mess
Can’t get out of my head
Don’t want no second guess
All I want is a chance to be
free with you (with you)
I just want to confess
It’s all up in my head
Don’t want no second guess
All I want is a chance to be
free with you

I can be your favorite thing
You can be my favorite Queen
We will never be be lonely
We will never be be lonely

I can be your favorite King (I will be your favorite King)
You can be my favorite thing
We will never be be lonely
We will never be be lonely

Oh, the busy breeze got me feeling high
Under the canopy, we can see the light
We at the apex, ooh, it feels alright
Anywhere’s fine with it by my side

Purple rain and a blurry sky
More mystery rides make me feel alive
You feel it swirling like a whirlpool
Oh, this high flawless now what should we do

I can be your favorite thing (favorite thing)
You can be my favorite Queen (favorite Queen)
We will never be be lonely (be be lonely)
We will never be be lonely (be be lonely)

I can be your favorite King (I will be your favorite King) (favorite King)
You can be my favorite thing (favorite thing)
We will never be be lonely (be be lonely)
We will never be be lonely (be be lo)"
81,81,이미 넌 알고 있어,그린던 (Green Dawn),"이미 넌 알고 있어
아무도 없다는 것을

이미 넌 알고 있어
별 볼일 없다는 것을

하나 둘 셋 모든 게 지나가면
한 줌의 기억만

하나 둘 셋 모두가 지나가면
한 잔의 술잔만

이미 넌 알고 있어
세상에
영원한 건 없음을

이미 넌 알고 있어
세상은
한쪽 면이 아님을

허공에 쏘는
허탈한 공을
헛되지 않게

나를 쫓아온
남의 시선에
날 두지 않게

하나 둘 셋 시간이 지나가면
한낮의 자국만

하나 둘 셋 세상이 지나가면
한 장의 사진만

이미 넌 알고 있어
사실은
아무것도 모름을

이미 난 알고 있어
너의 깊은 속내를"
